latitude,longitude,travel_agency_hs,hotels_online_hs,hotels_offline_hs,grocery_stores_fb,electronics_appliances_hs
1.294,103.792,17,0,20,7,12
1.294,103.794,17,1,13,9,15
1.294,103.799,17,14,0,18,20
1.294,103.800,10,2,16,16,20
1.294,103.801,16,10,12,15,16
1.294,103.802,12,17,7,9,9
1.294,103.803,15,11,13,2,14
1.294,103.805,17,12,16,14,18
1.294,103.807,10,9,11,13,16
1.294,103.808,5,11,2,1,9
1.294,103.809,11,13,4,14,12
1.294,103.812,9,5,6,11,15
1.294,103.813,14,14,5,6,8
1.294,103.814,9,13,8,3,12
1.294,103.816,14,9,14,16,13
1.294,103.819,5,11,8,8,13
1.294,103.822,7,11,5,13,14
1.294,103.823,8,12,10,8,13
1.294,103.825,4,6,3,9,4
1.294,103.828,3,1,1,8,10
1.294,103.830,6,2,3,7,9
1.294,103.833,7,10,3,6,2
1.294,103.834,5,3,3,10,7
1.294,103.835,1,4,1,5,7
1.294,103.844,1,3,1,7,6
1.294,103.845,1,5,1,8,5
1.294,103.846,1,2,1,9,6
1.294,103.847,1,2,2,8,8
1.294,103.848,1,3,1,9,3
1.294,103.849,2,2,1,7,6
1.294,103.850,2,2,2,8,6
1.294,103.853,3,6,2,11,6
1.294,103.857,3,5,3,7,2
1.294,103.858,2,3,4,10,8
1.294,103.863,7,13,10,13,12
1.294,103.864,9,2,5,12,12
1.294,103.865,8,15,3,8,11
1.294,103.870,11,15,8,14,3
1.294,103.871,7,4,15,20,9
1.294,103.872,10,17,11,15,14
1.294,103.873,5,19,8,17,13
1.294,103.877,14,0,11,19,1
1.294,103.878,15,19,18,13,20
1.294,103.879,17,0,1,19,18
1.294,103.880,15,0,14,19,12
1.294,103.881,18,1,8,15,15
1.295,103.769,0,0,20,18,0
1.295,103.783,1,0,18,18,19
1.295,103.785,8,0,19,12,0
1.295,103.788,12,0,18,15,17
1.295,103.791,17,12,15,19,0
1.295,103.792,15,18,20,13,18
1.295,103.793,3,0,20,17,1
1.295,103.795,14,18,20,16,12
1.295,103.801,14,0,20,9,15
1.295,103.802,14,15,7,15,17
1.295,103.803,11,5,8,13,13
1.295,103.807,10,20,4,9,10
1.295,103.808,14,13,6,18,11
1.295,103.809,11,11,5,15,15
1.295,103.810,9,17,8,13,14
1.295,103.811,15,17,11,13,17
1.295,103.812,7,15,12,14,18
1.295,103.813,6,7,4,12,12
1.295,103.814,12,18,5,14,9
1.295,103.815,14,14,11,13,13
1.295,103.817,11,7,11,4,12
1.295,103.821,12,2,6,12,10
1.295,103.824,8,3,11,9,6
1.295,103.825,6,8,3,6,8
1.295,103.826,8,2,1,9,2
1.295,103.827,10,7,4,4,2
1.295,103.828,7,10,5,12,9
1.295,103.830,1,3,1,8,9
1.295,103.834,2,3,1,10,3
1.295,103.835,5,3,1,9,7
1.295,103.837,1,4,1,8,3
1.295,103.838,2,1,1,9,2
1.295,103.839,2,3,1,11,2
1.295,103.840,3,4,1,9,8
1.295,103.844,1,1,1,8,3
1.295,103.845,3,3,1,9,5
1.295,103.847,2,1,1,5,3
1.295,103.848,1,1,1,8,5
1.295,103.852,2,9,4,9,4
1.295,103.853,2,4,2,10,7
1.295,103.855,1,7,2,8,3
1.295,103.856,3,1,2,11,8
1.295,103.859,1,3,3,12,12
1.295,103.860,5,12,4,10,10
1.295,103.861,3,5,2,11,7
1.295,103.862,7,11,8,14,13
1.295,103.863,5,9,5,13,11
1.295,103.866,2,2,2,13,7
1.295,103.873,12,18,4,17,3
1.295,103.874,11,20,16,18,17
1.295,103.876,14,20,12,15,19
1.295,103.877,17,15,4,18,12
1.295,103.878,14,16,18,17,6
1.295,103.879,2,10,4,18,14
1.295,103.881,12,19,8,20,5
1.295,103.883,1,5,10,16,0
1.295,103.885,16,0,2,16,1
1.295,103.886,15,0,20,0,0
1.296,103.779,18,0,0,0,16
1.296,103.780,13,13,19,15,0
1.296,103.788,20,0,4,10,18
1.296,103.790,9,0,13,18,20
1.296,103.791,7,17,15,8,4
1.296,103.793,2,11,15,17,15
1.296,103.794,10,11,4,1,12
1.296,103.797,9,0,19,13,18
1.296,103.798,10,18,4,17,16
1.296,103.801,11,15,18,12,8
1.296,103.802,10,6,15,5,1
1.296,103.803,7,3,11,2,16
1.296,103.805,5,20,13,13,17
1.296,103.806,14,20,5,14,18
1.296,103.808,13,7,11,14,10
1.296,103.809,9,8,11,12,13
1.296,103.812,15,15,7,12,15
1.296,103.814,9,3,7,8,7
1.296,103.816,6,6,3,5,8
1.296,103.817,10,10,7,14,15
1.296,103.818,3,5,5,7,10
1.296,103.820,10,12,7,13,13
1.296,103.823,3,12,9,11,6
1.296,103.824,11,4,2,4,13
1.296,103.825,9,6,4,4,10
1.296,103.826,3,10,6,10,8
1.296,103.833,1,2,1,7,5
1.296,103.834,5,2,2,9,9
1.296,103.838,2,2,1,5,2
1.296,103.839,3,2,1,10,6
1.296,103.842,1,3,1,9,6
1.296,103.851,2,3,2,7,4
1.296,103.852,3,4,2,8,2
1.296,103.853,3,5,3,9,7
1.296,103.854,3,6,2,8,9
1.296,103.856,2,8,4,9,7
1.296,103.857,4,8,3,11,3
1.296,103.858,4,4,2,11,9
1.296,103.860,4,9,5,10,2
1.296,103.863,5,9,6,11,14
1.296,103.864,5,10,5,15,8
1.296,103.865,4,12,4,10,5
1.296,103.868,6,4,6,10,14
1.296,103.869,3,6,5,12,3
1.296,103.870,8,4,1,11,15
1.296,103.872,4,2,12,16,12
1.296,103.873,1,11,4,18,8
1.296,103.875,11,12,10,17,18
1.296,103.877,1,1,6,16,10
1.296,103.879,2,8,11,18,12
1.296,103.881,2,14,12,20,13
1.296,103.882,19,0,19,15,9
1.296,103.887,0,0,15,17,0
1.296,103.889,9,17,6,19,18
1.297,103.777,0,0,19,14,0
1.297,103.779,0,0,0,1,6
1.297,103.781,0,0,20,0,20
1.297,103.783,19,19,18,19,0
1.297,103.785,2,0,15,19,20
1.297,103.786,11,0,18,0,18
1.297,103.787,6,10,17,20,1
1.297,103.790,19,0,18,17,0
1.297,103.796,18,0,8,14,0
1.297,103.799,16,19,13,17,15
1.297,103.801,13,16,19,15,17
1.297,103.802,11,20,2,14,16
1.297,103.808,4,4,12,17,12
1.297,103.812,7,2,7,10,4
1.297,103.816,9,1,10,9,16
1.297,103.817,3,2,4,3,14
1.297,103.822,2,13,2,10,10
1.297,103.825,9,2,2,6,10
1.297,103.826,6,2,4,11,11
1.297,103.827,5,9,1,6,5
1.297,103.828,5,7,5,7,7
1.297,103.831,3,3,2,4,7
1.297,103.835,2,4,1,8,7
1.297,103.841,1,2,1,6,3
1.297,103.844,1,1,1,6,2
1.297,103.845,3,2,1,7,6
1.297,103.847,2,2,1,8,5
1.297,103.848,2,4,2,8,5
1.297,103.853,3,2,2,6,8
1.297,103.854,3,5,3,9,6
1.297,103.856,3,4,2,10,5
1.297,103.863,4,3,5,9,8
1.297,103.864,1,10,3,14,7
1.297,103.866,4,9,3,13,9
1.297,103.867,8,11,4,14,11
1.297,103.869,3,9,1,15,9
1.297,103.871,2,4,4,11,9
1.297,103.872,10,4,11,9,1
1.297,103.873,11,9,2,13,3
1.297,103.875,14,0,10,17,12
1.297,103.876,4,9,5,12,12
1.297,103.881,17,17,5,18,16
1.297,103.882,13,18,3,16,19
1.297,103.883,18,17,11,13,17
1.297,103.884,20,1,16,14,19
1.297,103.885,10,0,8,20,16
1.297,103.886,19,0,19,19,18
1.298,103.775,9,5,9,18,20
1.298,103.782,18,0,20,0,1
1.298,103.783,1,3,8,0,18
1.298,103.784,17,7,14,17,0
1.298,103.786,19,0,14,17,14
1.298,103.788,17,0,18,13,18
1.298,103.790,10,10,17,7,15
1.298,103.792,2,0,20,15,16
1.298,103.794,16,0,18,13,16
1.298,103.798,1,13,13,7,18
1.298,103.800,17,0,19,16,13
1.298,103.801,8,18,6,10,5
1.298,103.803,10,13,7,14,12
1.298,103.806,3,15,11,6,15
1.298,103.807,12,20,13,11,15
1.298,103.808,11,17,9,7,17
1.298,103.811,11,4,9,4,10
1.298,103.812,7,8,5,13,8
1.298,103.813,6,13,5,13,15
1.298,103.815,11,16,9,10,11
1.298,103.816,10,4,5,5,17
1.298,103.818,8,12,3,11,11
1.298,103.819,5,4,6,8,1
1.298,103.823,3,12,7,6,3
1.298,103.828,4,8,3,9,4
1.298,103.829,4,5,3,6,6
1.298,103.832,1,3,2,8,5
1.298,103.834,6,7,1,5,3
1.298,103.839,4,5,1,10,11
1.298,103.840,1,1,1,6,3
1.298,103.841,3,3,1,8,3
1.298,103.844,2,3,2,8,5
1.298,103.846,1,3,2,9,2
1.298,103.847,1,4,3,6,4
1.298,103.848,2,4,2,9,7
1.298,103.852,4,5,4,11,4
1.298,103.857,2,1,2,8,7
1.298,103.860,3,6,2,11,6
1.298,103.862,4,2,2,8,5
1.298,103.863,1,5,2,10,6
1.298,103.864,4,1,1,10,2
1.298,103.866,2,4,2,12,8
1.298,103.867,3,10,4,12,9
1.298,103.870,9,2,5,14,5
1.298,103.872,6,11,9,13,10
1.298,103.878,7,1,1,16,17
1.298,103.880,6,5,2,15,8
1.298,103.882,11,18,9,20,14
1.298,103.883,15,8,1,9,14
1.298,103.885,17,0,13,7,17
1.298,103.886,16,4,5,17,19
1.298,103.889,5,1,19,0,8
1.298,103.891,20,0,0,0,6
1.298,103.894,13,0,1,0,0
1.298,103.895,18,0,14,16,0
1.299,103.746,0,0,0,18,20
1.299,103.761,0,0,18,10,1
1.299,103.776,16,12,13,17,14
1.299,103.778,8,0,14,1,10
1.299,103.779,19,0,19,16,0
1.299,103.781,4,0,0,12,0
1.299,103.782,19,6,18,19,19
1.299,103.783,13,11,20,14,17
1.299,103.784,3,19,15,8,0
1.299,103.785,7,0,0,19,19
1.299,103.786,17,0,1,18,0
1.299,103.787,9,10,14,14,13
1.299,103.788,12,17,15,7,6
1.299,103.789,17,0,17,18,13
1.299,103.792,18,0,19,9,17
1.299,103.794,20,0,12,14,16
1.299,103.795,6,0,8,15,11
1.299,103.801,2,12,1,7,16
1.299,103.802,9,15,16,12,16
1.299,103.805,6,11,11,12,15
1.299,103.807,9,14,7,8,16
1.299,103.808,18,16,12,6,12
1.299,103.809,7,15,17,12,12
1.299,103.812,11,4,12,8,14
1.299,103.813,2,11,8,5,2
1.299,103.814,8,6,11,9,12
1.299,103.816,5,18,1,9,3
1.299,103.818,6,7,7,9,6
1.299,103.820,6,7,2,11,12
1.299,103.822,5,6,4,3,11
1.299,103.827,6,4,4,12,8
1.299,103.828,6,3,1,9,5
1.299,103.835,1,3,2,7,8
1.299,103.838,5,2,2,10,6
1.299,103.839,3,5,1,11,5
1.299,103.841,2,3,1,8,2
1.299,103.843,2,3,1,7,3
1.299,103.845,2,5,1,8,3
1.299,103.846,3,5,2,9,4
1.299,103.849,2,3,2,6,6
1.299,103.851,3,2,2,9,3
1.299,103.854,2,2,4,8,5
1.299,103.855,2,2,2,8,3
1.299,103.857,5,5,2,6,7
1.299,103.859,2,3,2,9,3
1.299,103.862,5,6,4,9,9
1.299,103.864,5,11,2,11,2
1.299,103.865,5,1,5,11,9
1.299,103.866,7,7,2,13,4
1.299,103.870,4,13,5,11,12
1.299,103.872,6,14,2,14,7
1.299,103.873,6,13,5,7,7
1.299,103.876,4,3,7,15,5
1.299,103.878,5,17,7,17,11
1.299,103.879,8,10,12,14,3
1.299,103.880,10,14,12,18,15
1.299,103.883,17,0,18,19,16
1.299,103.884,4,9,2,14,15
1.299,103.886,16,1,5,19,19
1.299,103.889,9,0,13,17,20
1.299,103.890,20,0,20,18,15
1.299,103.892,15,0,12,0,16
1.3,103.768,1,4,13,14,0
1.3,103.771,11,0,0,19,0
1.3,103.772,2,0,16,17,1
1.3,103.773,2,0,0,17,6
1.3,103.774,19,0,17,19,0
1.3,103.777,2,0,16,17,16
1.3,103.778,16,0,9,18,18
1.3,103.779,0,0,0,18,19
1.3,103.782,3,9,7,18,16
1.3,103.785,18,0,14,14,17
1.3,103.787,7,11,9,13,20
1.3,103.789,12,16,14,15,20
1.3,103.790,13,0,19,16,15
1.3,103.792,15,0,15,7,19
1.3,103.793,13,0,10,8,1
1.3,103.794,6,17,14,18,17
1.3,103.796,12,17,8,16,3
1.3,103.801,1,13,11,14,5
1.3,103.802,14,10,11,14,13
1.3,103.803,16,15,6,14,15
1.3,103.804,11,15,12,13,13
1.3,103.805,6,13,3,8,14
1.3,103.807,13,7,14,13,18
1.3,103.808,13,14,4,11,11
1.3,103.809,13,12,14,11,16
1.3,103.810,3,12,3,14,4
1.3,103.811,17,13,11,12,11
1.3,103.814,9,11,7,10,5
1.3,103.815,10,13,9,7,11
1.3,103.816,4,9,3,9,10
1.3,103.818,1,2,6,10,14
1.3,103.819,4,4,11,5,10
1.3,103.820,7,6,2,9,8
1.3,103.822,8,11,1,4,4
1.3,103.823,4,5,1,8,7
1.3,103.824,4,3,4,9,2
1.3,103.827,1,2,1,7,6
1.3,103.828,5,4,5,10,7
1.3,103.829,1,1,1,8,5
1.3,103.831,4,1,2,5,8
1.3,103.833,1,2,2,7,5
1.3,103.838,4,4,2,8,7
1.3,103.839,2,5,1,9,6
1.3,103.840,2,3,2,7,7
1.3,103.842,3,5,1,6,3
1.3,103.843,2,2,1,8,3
1.3,103.844,3,3,1,7,4
1.3,103.845,4,4,3,5,6
1.3,103.848,3,3,2,6,9
1.3,103.852,3,4,3,7,3
1.3,103.857,2,4,4,4,8
1.3,103.858,2,5,1,9,6
1.3,103.859,2,3,3,9,6
1.3,103.860,3,3,3,8,6
1.3,103.861,3,3,3,8,10
1.3,103.863,4,2,2,6,6
1.3,103.865,6,8,6,9,4
1.3,103.868,9,11,7,11,10
1.3,103.870,6,7,3,13,7
1.3,103.875,10,1,1,9,6
1.3,103.876,2,12,8,14,7
1.3,103.878,8,18,6,17,4
1.3,103.882,13,13,6,17,13
1.3,103.883,12,13,13,15,3
1.3,103.884,14,20,2,17,17
1.3,103.886,16,10,10,1,19
1.3,103.887,12,0,2,19,19
1.3,103.888,1,6,7,17,17
1.3,103.891,7,5,1,19,14
1.3,103.893,13,16,14,18,14
1.3,103.895,15,0,0,0,19
1.301,103.762,3,0,0,19,17
1.301,103.768,15,17,4,20,0
1.301,103.772,0,0,18,17,0
1.301,103.773,18,0,19,15,15
1.301,103.774,18,0,0,18,19
1.301,103.776,19,20,0,17,16
1.301,103.779,0,0,0,5,16
1.301,103.783,10,0,10,13,15
1.301,103.791,1,6,18,15,8
1.301,103.793,12,11,3,17,3
1.301,103.795,13,18,9,2,4
1.301,103.798,1,1,8,17,14
1.301,103.799,15,5,9,14,15
1.301,103.801,7,2,12,13,12
1.301,103.802,15,18,11,13,16
1.301,103.804,6,6,6,11,9
1.301,103.805,9,8,8,15,7
1.301,103.808,2,2,2,10,14
1.301,103.811,10,15,11,14,14
1.301,103.812,5,10,3,10,5
1.301,103.813,5,5,6,14,10
1.301,103.818,1,8,7,6,8
1.301,103.819,1,4,1,5,11
1.301,103.820,2,6,4,7,9
1.301,103.821,10,6,7,9,11
1.301,103.823,1,2,4,4,13
1.301,103.826,1,2,3,7,1
1.301,103.827,2,4,1,7,6
1.301,103.829,1,3,2,5,3
1.301,103.831,2,2,1,4,3
1.301,103.832,7,8,4,6,5
1.301,103.833,4,5,1,3,5
1.301,103.835,1,1,1,10,3
1.301,103.841,3,6,2,7,4
1.301,103.845,3,3,2,7,8
1.301,103.847,2,4,2,8,5
1.301,103.848,1,5,3,6,4
1.301,103.849,1,3,2,6,2
1.301,103.850,2,4,2,6,3
1.301,103.851,1,2,2,6,3
1.301,103.852,2,2,2,6,6
1.301,103.854,2,5,2,7,3
1.301,103.857,4,2,2,7,4
1.301,103.858,2,6,1,8,6
1.301,103.859,2,2,3,9,9
1.301,103.861,3,5,2,8,3
1.301,103.862,3,1,3,8,4
1.301,103.865,3,3,2,11,6
1.301,103.867,4,5,2,11,11
1.301,103.868,3,6,1,13,4
1.301,103.870,8,12,5,14,6
1.301,103.871,9,2,3,13,8
1.301,103.872,10,11,4,15,10
1.301,103.874,7,8,4,12,6
1.301,103.877,8,3,3,14,11
1.301,103.881,8,15,10,16,14
1.301,103.882,6,13,1,15,16
1.301,103.884,6,9,1,16,8
1.301,103.885,13,16,4,16,13
1.301,103.886,17,13,11,16,16
1.301,103.894,8,0,18,15,0
1.301,103.897,12,1,14,20,16
1.301,103.904,0,0,1,0,20
1.302,103.764,13,0,19,0,18
1.302,103.766,6,0,16,16,0
1.302,103.768,18,5,18,18,1
1.302,103.769,19,20,19,19,12
1.302,103.774,17,0,17,12,18
1.302,103.775,20,0,14,18,4
1.302,103.778,17,0,0,17,8
1.302,103.785,15,18,18,19,17
1.302,103.787,10,0,0,19,19
1.302,103.788,12,0,13,3,10
1.302,103.793,9,0,17,12,14
1.302,103.794,16,14,14,15,2
1.302,103.795,2,3,13,12,14
1.302,103.800,7,11,14,14,13
1.302,103.801,12,11,10,13,2
1.302,103.802,17,15,8,13,12
1.302,103.805,12,18,10,14,11
1.302,103.808,5,5,11,9,13
1.302,103.809,10,7,5,10,6
1.302,103.813,5,10,6,10,10
1.302,103.814,8,11,8,5,6
1.302,103.815,7,2,5,10,8
1.302,103.817,7,8,5,5,3
1.302,103.822,4,7,5,10,11
1.302,103.823,4,3,3,8,9
1.302,103.825,6,6,3,11,9
1.302,103.826,2,6,6,6,5
1.302,103.827,1,3,2,5,4
1.302,103.829,7,10,3,8,6
1.302,103.832,3,7,1,6,6
1.302,103.833,5,3,1,7,4
1.302,103.834,5,6,1,8,4
1.302,103.836,3,2,1,9,8
1.302,103.843,2,2,2,8,4
1.302,103.844,2,2,2,8,4
1.302,103.845,2,3,3,5,6
1.302,103.846,3,2,2,8,4
1.302,103.847,1,4,3,7,6
1.302,103.849,2,2,2,6,3
1.302,103.853,2,4,3,8,5
1.302,103.854,3,5,2,7,5
1.302,103.856,2,5,3,10,4
1.302,103.858,2,4,3,8,4
1.302,103.860,2,5,2,7,3
1.302,103.862,2,5,2,9,5
1.302,103.864,2,6,3,11,10
1.302,103.865,3,4,3,8,10
1.302,103.867,3,6,5,8,9
1.302,103.870,3,3,2,10,4
1.302,103.876,5,4,8,11,10
1.302,103.878,4,2,1,13,2
1.302,103.881,7,1,7,7,4
1.302,103.882,3,4,1,16,9
1.302,103.883,10,2,6,12,9
1.302,103.885,3,15,2,12,13
1.302,103.887,9,2,11,16,4
1.302,103.888,5,19,5,10,16
1.302,103.889,11,2,2,15,16
1.302,103.890,13,0,7,10,1
1.302,103.891,15,19,10,8,17
1.302,103.893,9,1,9,17,15
1.302,103.894,12,0,14,19,17
1.302,103.895,20,0,7,18,12
1.302,103.896,0,0,0,0,6
1.302,103.897,20,0,16,19,17
1.302,103.899,8,19,2,20,0
1.302,103.900,12,0,16,8,0
1.302,103.903,0,1,10,0,1
1.302,103.904,12,19,13,19,1
1.302,103.907,19,0,19,0,0
1.303,103.762,18,0,20,14,0
1.303,103.765,11,19,16,17,9
1.303,103.766,14,0,16,15,15
1.303,103.769,18,10,12,5,0
1.303,103.770,18,4,18,16,0
1.303,103.774,2,0,11,20,0
1.303,103.775,16,0,13,15,19
1.303,103.776,20,0,10,20,20
1.303,103.777,15,0,4,15,13
1.303,103.779,11,0,12,15,2
1.303,103.781,7,16,18,5,20
1.303,103.782,19,0,15,5,0
1.303,103.784,14,1,18,17,18
1.303,103.785,1,0,16,15,14
1.303,103.786,12,5,18,1,16
1.303,103.787,3,13,11,10,8
1.303,103.788,11,1,9,15,5
1.303,103.789,13,16,12,16,19
1.303,103.790,10,5,6,14,19
1.303,103.791,13,11,4,4,14
1.303,103.792,15,0,1,13,15
1.303,103.793,10,19,9,11,14
1.303,103.796,10,19,13,14,15
1.303,103.797,15,15,8,4,15
1.303,103.798,17,15,14,12,8
1.303,103.802,15,16,10,8,10
1.303,103.805,8,12,4,13,9
1.303,103.806,6,17,6,14,18
1.303,103.810,7,11,4,12,1
1.303,103.812,9,10,6,4,11
1.303,103.814,10,9,6,8,8
1.303,103.815,1,6,3,2,9
1.303,103.816,4,2,1,8,9
1.303,103.820,5,3,7,11,10
1.303,103.825,3,5,3,4,6
1.303,103.829,1,3,2,6,10
1.303,103.830,6,6,1,8,4
1.303,103.831,3,6,1,6,9
1.303,103.834,4,7,1,10,5
1.303,103.835,6,5,1,11,6
1.303,103.837,5,3,2,7,8
1.303,103.840,2,3,3,9,6
1.303,103.841,4,4,2,10,5
1.303,103.844,3,3,1,6,3
1.303,103.847,3,4,2,6,7
1.303,103.848,2,6,3,4,2
1.303,103.849,2,3,1,6,2
1.303,103.850,2,2,2,6,2
1.303,103.851,1,3,3,7,4
1.303,103.852,2,4,3,7,4
1.303,103.853,1,3,2,4,5
1.303,103.855,2,5,3,6,3
1.303,103.859,3,2,2,9,8
1.303,103.860,3,2,3,7,6
1.303,103.861,3,6,4,10,8
1.303,103.863,2,5,3,5,3
1.303,103.864,3,3,1,9,7
1.303,103.868,1,6,3,8,2
1.303,103.870,8,13,5,12,8
1.303,103.871,5,10,4,12,7
1.303,103.873,5,16,3,10,5
1.303,103.876,6,12,2,12,13
1.303,103.877,4,2,2,13,5
1.303,103.880,3,2,7,3,12
1.303,103.881,4,14,1,13,10
1.303,103.882,2,6,6,12,5
1.303,103.886,14,5,7,17,15
1.303,103.888,1,17,1,14,4
1.303,103.889,5,12,4,16,7
1.303,103.891,7,19,11,19,17
1.303,103.892,10,19,9,19,19
1.303,103.894,11,6,1,19,16
1.303,103.896,19,0,10,14,15
1.303,103.899,15,0,18,0,1
1.303,103.901,4,0,12,18,13
1.303,103.902,13,0,11,20,19
1.303,103.903,19,0,12,11,1
1.303,103.905,9,19,3,11,9
1.304,103.755,0,2,17,0,0
1.304,103.756,1,0,8,16,0
1.304,103.760,0,0,0,13,4
1.304,103.761,3,0,14,0,0
1.304,103.765,6,9,5,18,10
1.304,103.768,10,18,1,0,11
1.304,103.770,2,0,12,14,14
1.304,103.771,16,16,2,1,0
1.304,103.773,0,0,0,19,17
1.304,103.777,16,0,20,18,19
1.304,103.779,15,15,2,18,1
1.304,103.784,14,20,16,13,15
1.304,103.785,17,5,9,15,18
1.304,103.786,17,0,10,19,18
1.304,103.789,8,0,12,19,1
1.304,103.790,15,14,1,17,11
1.304,103.792,10,19,10,16,17
1.304,103.793,13,9,12,14,17
1.304,103.797,1,1,9,13,12
1.304,103.802,8,15,11,11,12
1.304,103.804,15,13,4,11,5
1.304,103.805,15,7,3,15,10
1.304,103.806,5,5,8,11,13
1.304,103.808,2,7,6,2,6
1.304,103.809,6,17,10,5,1
1.304,103.811,6,13,9,12,1
1.304,103.812,6,15,8,12,10
1.304,103.814,7,10,5,10,7
1.304,103.815,7,7,8,5,10
1.304,103.818,6,5,2,3,6
1.304,103.819,6,3,3,2,14
1.304,103.820,1,2,3,4,7
1.304,103.821,7,2,2,4,9
1.304,103.824,7,11,6,6,7
1.304,103.825,8,4,4,6,3
1.304,103.827,6,9,1,7,5
1.304,103.828,3,1,1,9,2
1.304,103.829,5,3,1,5,6
1.304,103.830,2,1,1,8,4
1.304,103.832,8,8,2,10,12
1.304,103.833,2,9,2,12,5
1.304,103.837,2,5,1,7,6
1.304,103.839,5,3,2,8,2
1.304,103.840,2,7,1,7,6
1.304,103.843,4,5,2,6,3
1.304,103.845,1,3,2,7,6
1.304,103.846,2,2,2,5,6
1.304,103.847,2,4,2,9,3
1.304,103.848,1,3,3,6,4
1.304,103.850,3,4,4,5,4
1.304,103.852,1,5,2,6,4
1.304,103.856,1,3,2,6,6
1.304,103.857,1,5,2,5,4
1.304,103.858,3,4,3,7,6
1.304,103.860,2,3,4,6,4
1.304,103.861,2,6,4,8,4
1.304,103.863,2,4,1,10,5
1.304,103.864,1,4,3,9,3
1.304,103.865,6,7,2,6,5
1.304,103.869,3,8,5,11,6
1.304,103.871,3,3,3,10,4
1.304,103.875,4,9,3,13,2
1.304,103.876,11,14,7,11,9
1.304,103.877,3,3,8,12,11
1.304,103.878,2,10,9,12,14
1.304,103.880,3,10,1,13,6
1.304,103.882,6,5,5,16,2
1.304,103.883,12,19,3,15,12
1.304,103.884,11,4,5,6,14
1.304,103.886,7,15,1,4,13
1.304,103.887,1,7,1,13,1
1.304,103.888,4,10,2,15,15
1.304,103.892,8,2,14,8,13
1.304,103.894,13,7,13,12,11
1.304,103.895,9,0,12,18,18
1.304,103.898,13,0,7,20,1
1.304,103.900,3,0,12,19,1
1.304,103.901,17,0,17,20,10
1.304,103.902,19,7,8,15,1
1.304,103.903,15,9,12,19,14
1.304,103.904,13,0,2,4,3
1.304,103.910,5,0,20,18,18
1.304,103.911,0,0,17,0,20
1.304,103.912,7,19,3,16,16
1.305,103.700,16,0,0,0,0
1.305,103.759,13,0,0,0,17
1.305,103.761,1,0,16,15,15
1.305,103.764,18,0,15,16,0
1.305,103.766,14,0,18,2,0
1.305,103.767,1,0,14,18,1
1.305,103.769,8,1,8,3,1
1.305,103.771,13,0,16,11,15
1.305,103.774,0,0,0,20,0
1.305,103.775,12,13,9,19,0
1.305,103.776,12,16,1,17,20
1.305,103.779,12,0,7,14,19
1.305,103.783,19,0,18,13,14
1.305,103.786,5,0,16,12,15
1.305,103.788,17,14,18,14,20
1.305,103.790,16,0,17,14,16
1.305,103.791,6,12,13,15,17
1.305,103.792,12,19,12,13,14
1.305,103.795,9,0,15,5,12
1.305,103.797,14,11,15,14,8
1.305,103.798,13,20,16,15,17
1.305,103.799,15,8,8,9,12
1.305,103.801,9,6,2,10,10
1.305,103.803,2,13,8,9,2
1.305,103.805,12,14,9,9,9
1.305,103.807,8,13,5,9,4
1.305,103.808,9,5,11,3,10
1.305,103.811,8,2,4,8,5
1.305,103.812,6,9,6,13,1
1.305,103.813,6,2,7,7,12
1.305,103.814,6,10,6,9,2
1.305,103.815,8,14,3,10,7
1.305,103.817,6,4,2,5,8
1.305,103.823,1,5,1,8,10
1.305,103.824,4,5,1,9,4
1.305,103.826,3,1,1,7,3
1.305,103.827,2,1,1,9,2
1.305,103.829,2,4,2,7,7
1.305,103.830,1,1,1,9,2
1.305,103.831,3,8,2,10,6
1.305,103.832,5,4,1,13,4
1.305,103.836,9,6,2,6,4
1.305,103.840,1,4,2,7,4
1.305,103.841,2,9,1,7,5
1.305,103.844,3,3,3,7,3
1.305,103.846,3,4,2,5,5
1.305,103.848,2,2,2,4,4
1.305,103.850,1,3,2,6,2
1.305,103.852,1,3,3,3,3
1.305,103.854,2,5,3,7,7
1.305,103.855,2,5,3,8,7
1.305,103.857,2,2,2,7,4
1.305,103.859,2,3,2,5,4
1.305,103.861,2,3,2,7,3
1.305,103.864,4,3,5,7,6
1.305,103.866,4,4,4,6,5
1.305,103.868,5,7,1,8,3
1.305,103.869,4,4,3,10,5
1.305,103.870,4,3,3,6,2
1.305,103.871,3,10,5,10,5
1.305,103.873,5,11,6,12,9
1.305,103.874,5,10,7,12,6
1.305,103.875,2,2,4,11,6
1.305,103.876,6,12,3,14,4
1.305,103.878,5,13,8,10,11
1.305,103.879,7,4,4,9,14
1.305,103.882,9,16,7,16,3
1.305,103.883,3,6,3,11,8
1.305,103.886,2,2,6,15,1
1.305,103.887,7,14,7,15,13
1.305,103.889,8,11,2,15,12
1.305,103.891,13,18,4,13,9
1.305,103.892,15,10,6,17,13
1.305,103.893,13,8,6,18,19
1.305,103.895,17,8,12,18,11
1.305,103.897,19,16,2,15,11
1.305,103.899,20,18,15,16,18
1.305,103.905,17,19,17,18,3
1.305,103.912,1,0,12,14,9
1.306,103.764,20,0,16,19,16
1.306,103.767,0,0,19,0,0
1.306,103.768,10,0,14,20,14
1.306,103.769,17,2,5,0,0
1.306,103.771,19,8,19,16,1
1.306,103.776,0,0,0,19,0
1.306,103.778,16,18,17,9,19
