latitude,longitude,beauty_medical_hs,sporting_goods_fb,restaurants_hs,apparel_fb
1.494,103.69,12,2,15,20
1.494,103.692,6,12,8,13
1.494,103.695,0,3,15,0
1.494,103.7,7,13,2,4
1.494,103.702,8,3,3,6
1.494,103.704,12,4,14,9
1.494,103.705,7,3,8,17
1.494,103.707,6,15,3,6
1.494,103.708,10,13,7,13
1.494,103.709,19,10,13,16
1.494,103.711,12,12,8,12
1.494,103.712,15,10,8,10
1.494,103.717,6,5,12,10
1.494,103.718,11,15,10,16
1.494,103.719,15,7,9,14
1.494,103.721,2,7,2,1
1.494,103.725,14,19,4,17
1.494,103.726,12,17,15,11
1.494,103.728,7,16,10,9
1.494,103.732,8,16,1,6
1.494,103.736,17,3,6,0
1.494,103.737,18,7,13,16
1.494,103.739,9,14,16,12
1.494,103.74,5,13,9,7
1.494,103.741,13,18,14,20
1.494,103.742,13,9,4,12
1.494,103.745,18,10,2,8
1.494,103.747,3,5,9,20
1.494,103.748,4,13,3,2
1.494,103.751,5,17,1,2
1.494,103.754,13,20,14,4
1.494,103.755,0,17,17,12
1.494,103.756,10,8,10,16
1.494,103.758,5,1,8,6
1.494,103.759,3,6,7,7
1.494,103.76,15,6,4,5
1.494,103.761,12,14,8,4
1.494,103.763,8,11,15,16
1.494,103.765,9,18,15,16
1.494,103.766,9,18,8,20
1.494,103.769,3,20,1,7
1.494,103.77,7,15,12,9
1.494,103.773,8,16,1,10
1.494,103.776,9,20,10,20
1.494,103.777,10,4,9,1
1.494,103.78,2,2,4,1
1.494,103.802,0,18,18,20
1.494,103.822,16,8,15,10
1.494,103.823,17,14,18,11
1.494,103.825,3,15,10,3
1.494,103.828,1,13,17,19
1.494,103.829,5,18,15,13
1.494,103.834,10,13,13,0
1.494,103.839,9,17,16,0
1.494,103.84,19,0,20,11
1.494,103.841,0,14,18,14
1.494,103.843,14,11,15,0
1.494,103.846,5,10,16,0
1.494,103.847,2,0,11,9
1.494,103.848,16,13,16,18
1.494,103.849,0,5,16,18
1.494,103.85,13,16,15,0
1.494,103.852,0,13,19,0
1.494,103.853,18,19,18,14
1.494,103.854,0,12,12,0
1.494,103.863,0,1,16,19
1.494,103.864,17,1,16,18
1.494,103.867,0,17,19,0
1.494,103.868,0,4,8,0
1.494,103.871,18,13,12,8
1.494,103.872,10,20,10,6
1.494,103.873,15,18,18,0
1.494,103.917,0,0,20,12
1.494,103.92,0,2,20,18
1.494,110.342,0,9,13,0
1.494,110.348,3,4,13,17
1.494,110.35,16,19,5,11
1.495,103.53,6,13,18,0
1.495,103.668,4,6,2,17
1.495,103.671,19,15,7,2
1.495,103.673,2,4,10,2
1.495,103.674,12,4,8,15
1.495,103.676,7,18,18,0
1.495,103.677,0,11,14,18
1.495,103.678,14,16,15,20
1.495,103.679,7,10,9,13
1.495,103.681,13,7,4,9
1.495,103.683,7,15,4,11
1.495,103.684,13,13,11,18
1.495,103.686,5,3,3,3
1.495,103.687,14,6,8,8
1.495,103.688,9,11,10,14
1.495,103.691,6,13,11,13
1.495,103.693,11,9,3,12
1.495,103.696,12,18,4,16
1.495,103.697,0,12,4,9
1.495,103.698,2,8,1,19
1.495,103.699,9,9,7,7
1.495,103.7,17,7,1,15
1.495,103.703,17,5,4,3
1.495,103.704,10,10,8,13
1.495,103.705,11,17,13,8
1.495,103.709,3,3,7,7
1.495,103.712,16,16,7,5
1.495,103.713,0,15,2,6
1.495,103.714,10,5,8,0
1.495,103.715,5,6,3,7
1.495,103.716,4,11,6,17
1.495,103.723,2,4,3,5
1.495,103.729,9,5,10,12
1.495,103.731,20,3,1,7
1.495,103.733,5,3,6,6
1.495,103.739,17,17,11,20
1.495,103.743,8,6,3,4
1.495,103.744,17,16,8,14
1.495,103.746,20,13,12,16
1.495,103.747,19,2,8,6
1.495,103.748,20,5,5,13
1.495,103.75,0,2,11,15
1.495,103.751,11,10,13,7
1.495,103.753,9,10,6,9
1.495,103.754,9,16,17,14
1.495,103.755,10,3,8,8
1.495,103.756,4,10,3,9
1.495,103.757,20,10,12,16
1.495,103.758,4,15,7,9
1.495,103.762,9,11,4,0
1.495,103.764,8,12,13,9
1.495,103.765,4,9,2,7
1.495,103.766,8,10,13,2
1.495,103.767,12,17,16,12
1.495,103.769,11,20,18,4
1.495,103.772,12,9,13,15
1.495,103.774,12,12,15,13
1.495,103.777,9,10,8,5
1.495,103.779,0,5,4,2
1.495,103.79,3,8,10,10
1.495,103.801,19,19,11,13
1.495,103.807,7,17,10,9
1.495,103.815,0,8,17,0
1.495,103.821,20,8,10,0
1.495,103.822,4,7,5,15
1.495,103.823,19,11,5,6
1.495,103.834,0,16,18,0
1.495,103.842,17,15,13,12
1.495,103.843,7,12,17,0
1.495,103.846,13,18,15,4
1.495,103.848,16,1,5,12
1.495,103.853,16,16,13,11
1.495,103.854,19,9,15,5
1.495,103.855,0,18,14,17
1.495,103.859,0,7,12,4
1.495,103.86,8,7,3,17
1.495,103.861,0,15,20,16
1.495,103.866,14,18,15,9
1.495,103.868,18,0,8,17
1.495,103.871,0,10,17,0
1.495,103.872,0,18,20,0
1.495,103.874,13,20,12,0
1.495,103.88,7,3,7,1
1.495,103.891,0,18,17,19
1.495,103.928,12,3,14,0
1.496,103.524,20,0,20,20
1.496,103.527,0,20,13,0
1.496,103.666,15,6,9,2
1.496,103.669,4,13,4,6
1.496,103.674,4,10,18,11
1.496,103.675,18,10,13,0
1.496,103.677,17,20,5,19
1.496,103.68,9,7,13,12
1.496,103.681,9,11,10,15
1.496,103.686,15,17,9,17
1.496,103.687,13,12,9,20
1.496,103.688,13,2,7,12
1.496,103.692,7,8,6,5
1.496,103.694,7,17,17,15
1.496,103.695,13,8,7,16
1.496,103.696,13,6,4,10
1.496,103.697,12,7,14,20
1.496,103.698,10,17,7,0
1.496,103.699,16,10,12,8
1.496,103.7,0,17,16,13
1.496,103.702,0,8,9,20
1.496,103.706,15,10,13,12
1.496,103.707,4,2,4,8
1.496,103.708,6,10,2,15
1.496,103.709,10,4,9,17
1.496,103.712,4,3,9,11
1.496,103.714,19,10,12,9
1.496,103.715,1,11,11,11
1.496,103.717,6,14,11,3
1.496,103.719,8,11,4,12
1.496,103.722,13,11,11,12
1.496,103.724,3,10,7,14
1.496,103.725,10,17,15,17
1.496,103.728,4,5,8,5
1.496,103.73,9,6,6,8
1.496,103.731,19,3,8,20
1.496,103.732,15,10,9,19
1.496,103.733,5,11,8,10
1.496,103.734,15,12,8,5
1.496,103.735,8,13,6,4
1.496,103.736,14,16,9,16
1.496,103.739,7,18,2,9
1.496,103.74,10,10,17,6
1.496,103.741,4,5,4,3
1.496,103.744,4,11,10,10
1.496,103.747,10,10,4,9
1.496,103.748,17,14,18,20
1.496,103.749,13,20,13,17
1.496,103.75,11,5,11,5
1.496,103.752,1,7,6,2
1.496,103.754,17,17,12,20
1.496,103.755,3,5,5,6
1.496,103.76,19,2,2,7
1.496,103.762,17,15,10,18
1.496,103.764,7,9,7,13
1.496,103.766,3,9,2,9
1.496,103.768,0,16,17,4
1.496,103.771,4,4,6,16
1.496,103.775,6,5,8,9
1.496,103.777,6,9,18,7
1.496,103.778,6,5,4,11
1.496,103.779,17,5,17,12
1.496,103.783,10,20,8,15
1.496,103.786,0,11,6,8
1.496,103.791,0,12,13,9
1.496,103.799,0,4,13,12
1.496,103.804,12,16,16,4
1.496,103.809,0,11,12,18
1.496,103.816,15,4,7,0
1.496,103.821,17,13,9,20
1.496,103.824,13,12,16,12
1.496,103.828,14,2,7,19
1.496,103.83,17,13,6,10
1.496,103.84,0,15,2,16
1.496,103.853,0,12,18,17
1.496,103.857,0,9,18,0
1.496,103.863,20,11,14,6
1.496,103.867,15,1,8,14
1.496,103.869,19,14,7,0
1.496,103.871,20,20,17,16
1.496,103.901,19,13,16,18
1.496,103.906,0,0,20,0
1.496,110.346,0,15,12,8
1.496,110.383,0,16,18,18
1.497,103.661,19,6,10,1
1.497,103.664,0,18,9,17
1.497,103.666,15,16,14,4
1.497,103.673,11,15,8,0
1.497,103.675,0,15,8,9
1.497,103.676,12,19,13,12
1.497,103.681,10,15,12,13
1.497,103.683,17,14,12,13
1.497,103.684,17,14,12,11
1.497,103.685,9,8,3,6
1.497,103.686,20,6,12,18
1.497,103.688,7,9,9,8
1.497,103.69,1,14,8,12
1.497,103.691,12,16,8,11
1.497,103.693,7,11,4,3
1.497,103.695,4,8,4,2
1.497,103.696,17,19,5,18
1.497,103.697,16,11,11,14
1.497,103.7,20,20,17,20
1.497,103.701,14,17,18,16
1.497,103.702,13,10,13,16
1.497,103.704,7,7,5,4
1.497,103.705,13,11,13,3
1.497,103.707,5,4,9,4
1.497,103.708,6,17,6,16
1.497,103.709,5,17,13,5
1.497,103.71,6,11,1,8
1.497,103.712,14,12,4,9
1.497,103.716,12,7,6,3
1.497,103.718,6,15,1,2
1.497,103.724,5,10,14,13
1.497,103.725,4,4,3,2
1.497,103.727,8,12,11,6
1.497,103.728,1,17,11,15
1.497,103.732,15,11,6,2
1.497,103.736,5,14,11,5
1.497,103.738,3,10,9,7
1.497,103.743,13,10,10,0
1.497,103.745,10,16,11,8
1.497,103.746,16,12,11,0
1.497,103.748,11,7,1,12
1.497,103.749,4,13,10,10
1.497,103.751,0,18,10,16
1.497,103.752,12,13,19,14
1.497,103.756,14,10,15,9
1.497,103.76,16,14,16,8
1.497,103.766,15,4,7,11
1.497,103.769,4,9,7,4
1.497,103.77,8,4,14,11
1.497,103.771,15,14,13,12
1.497,103.776,7,7,8,4
1.497,103.777,8,15,19,7
1.497,103.784,20,11,18,8
1.497,103.793,8,15,15,11
1.497,103.796,5,11,9,16
1.497,103.797,0,14,5,0
1.497,103.803,0,14,20,0
1.497,103.815,0,12,19,15
1.497,103.816,16,18,20,19
1.497,103.817,15,15,19,18
1.497,103.818,10,13,17,14
1.497,103.82,0,4,13,0
1.497,103.821,9,12,17,0
1.497,103.826,0,18,15,16
1.497,103.829,0,17,17,7
1.497,103.83,10,18,6,13
1.497,103.831,9,3,8,6
1.497,103.836,0,14,18,0
1.497,103.847,20,6,16,15
1.497,103.851,0,16,16,9
1.497,103.852,19,6,14,2
1.497,103.853,6,9,11,1
1.497,103.855,0,17,5,11
1.497,103.861,0,9,7,4
1.497,103.862,0,9,17,0
1.497,103.864,16,12,16,9
1.497,103.866,18,18,15,16
1.497,103.869,8,1,9,1
1.497,103.87,0,3,11,0
1.497,103.872,0,0,20,0
1.497,103.873,17,18,13,8
1.497,103.915,0,12,19,17
1.497,110.341,0,2,8,13
1.497,110.351,4,0,17,11
1.497,110.353,0,0,18,0
1.498,103.658,2,4,3,7
1.498,103.664,3,19,12,11
1.498,103.665,0,16,12,18
1.498,103.671,9,0,18,18
1.498,103.674,0,6,11,6
1.498,103.675,5,4,3,8
1.498,103.676,19,16,12,9
1.498,103.68,7,1,7,1
1.498,103.683,5,4,2,6
1.498,103.684,11,15,6,11
1.498,103.687,10,11,11,20
1.498,103.689,4,6,11,8
1.498,103.691,12,9,12,11
1.498,103.692,9,14,10,16
1.498,103.697,5,2,3,15
1.498,103.699,8,15,12,14
1.498,103.706,15,8,6,20
1.498,103.708,8,5,3,1
1.498,103.71,19,9,6,6
1.498,103.712,1,9,7,7
1.498,103.713,17,7,11,5
1.498,103.715,10,7,10,4
1.498,103.716,15,15,13,12
1.498,103.717,12,17,15,0
1.498,103.719,16,12,9,14
1.498,103.72,12,1,5,17
1.498,103.723,13,10,7,7
1.498,103.726,8,2,3,4
1.498,103.727,17,8,14,16
1.498,103.729,3,5,1,5
1.498,103.737,14,9,12,3
1.498,103.738,15,18,6,12
1.498,103.741,8,3,13,13
1.498,103.742,15,14,9,18
1.498,103.744,12,14,2,2
1.498,103.749,6,7,6,17
1.498,103.754,19,11,16,10
1.498,103.756,0,9,12,12
1.498,103.758,8,19,10,12
1.498,103.759,2,12,7,4
1.498,103.76,13,12,2,12
1.498,103.761,5,10,8,13
1.498,103.762,15,18,12,8
1.498,103.763,20,16,16,16
1.498,103.766,4,12,8,19
1.498,103.768,6,6,3,3
1.498,103.785,11,2,5,4
1.498,103.787,19,10,7,0
1.498,103.79,13,15,15,0
1.498,103.792,3,3,1,6
1.498,103.794,9,8,17,15
1.498,103.802,6,16,18,17
1.498,103.805,1,1,15,2
1.498,103.806,0,20,16,10
1.498,103.809,15,11,13,0
1.498,103.815,14,15,17,0
1.498,103.816,20,20,20,19
1.498,103.821,0,10,8,0
1.498,103.827,0,16,17,18
1.498,103.828,19,2,9,9
1.498,103.83,20,1,12,4
1.498,103.834,18,9,15,12
1.498,103.84,15,4,3,9
1.498,103.842,0,8,12,19
1.498,103.843,5,15,13,9
1.498,103.849,5,7,8,6
1.498,103.85,0,18,10,20
1.498,103.852,10,11,12,14
1.498,103.854,0,19,15,13
1.498,103.855,20,0,14,0
1.498,103.857,13,10,5,16
1.498,103.86,17,3,12,0
1.498,103.867,17,15,10,0
1.498,103.869,0,13,15,0
1.498,103.872,0,15,18,17
1.498,110.354,1,19,7,0
1.499,103.66,0,18,17,0
1.499,103.67,13,13,14,15
1.499,103.674,7,9,18,0
1.499,103.677,4,17,1,12
1.499,103.68,10,2,5,7
1.499,103.681,18,3,3,0
1.499,103.683,17,12,12,0
1.499,103.685,20,18,11,13
1.499,103.686,17,17,10,13
1.499,103.687,20,11,2,14
1.499,103.692,12,8,9,16
1.499,103.694,9,3,17,14
1.499,103.698,14,15,9,10
1.499,103.701,9,14,10,8
1.499,103.702,2,9,4,14
1.499,103.705,10,5,2,7
1.499,103.708,16,15,6,11
1.499,103.711,4,7,14,16
1.499,103.712,4,4,6,3
1.499,103.713,18,12,9,18
1.499,103.714,15,10,7,12
1.499,103.715,3,1,3,1
1.499,103.72,16,12,13,18
1.499,103.728,9,6,9,6
1.499,103.729,16,3,16,15
1.499,103.731,11,13,16,16
1.499,103.737,5,6,13,9
1.499,103.741,5,12,4,12
1.499,103.743,18,15,16,18
1.499,103.744,4,7,8,13
1.499,103.745,16,13,7,10
1.499,103.747,8,6,7,2
1.499,103.748,18,12,7,15
1.499,103.749,4,2,1,1
1.499,103.751,3,11,14,5
1.499,103.753,10,6,3,11
1.499,103.755,4,11,6,16
1.499,103.759,1,3,2,1
1.499,103.763,14,10,5,15
1.499,103.764,14,2,11,15
1.499,103.765,10,20,15,16
1.499,103.768,4,1,2,5
1.499,103.77,12,14,13,16
1.499,103.773,7,16,15,4
1.499,103.774,2,5,14,8
1.499,103.777,5,11,7,9
1.499,103.786,0,14,18,18
1.499,103.791,1,5,1,10
1.499,103.794,17,19,10,18
1.499,103.799,3,14,3,2
1.499,103.802,11,0,14,18
1.499,103.803,3,10,13,13
1.499,103.809,2,9,7,6
1.499,103.811,15,19,18,18
1.499,103.814,3,1,7,15
1.499,103.815,17,13,16,20
1.499,103.817,15,16,18,16
1.499,103.82,9,18,15,16
1.499,103.821,18,15,11,0
1.499,103.829,2,7,6,18
1.499,103.836,4,1,3,1
1.499,103.839,13,5,11,1
1.499,103.841,5,1,2,8
1.499,103.843,0,15,10,16
1.499,103.844,0,4,13,7
1.499,103.845,20,19,18,9
1.499,103.848,17,7,7,17
1.499,103.85,8,7,5,6
1.499,103.855,14,6,5,16
1.499,103.856,12,11,14,10
1.499,103.86,14,19,17,18
1.499,103.861,4,9,11,6
1.499,103.862,0,14,16,19
1.499,103.868,0,19,11,7
1.499,110.348,4,18,16,17
1.499,110.352,1,3,1,12
1.499,110.354,0,16,10,0
1.499,110.355,2,19,2,3
1.5,103.443,0,18,20,0
1.5,103.666,17,2,17,13
1.5,103.669,18,10,5,0
1.5,103.671,17,14,12,18
1.5,103.675,0,7,10,0
1.5,103.678,8,8,17,12
1.5,103.68,3,7,10,5
1.5,103.685,16,10,7,20
1.5,103.688,7,6,4,12
1.5,103.689,13,15,9,17
1.5,103.694,9,20,10,14
1.5,103.696,16,6,7,10
1.5,103.699,14,9,10,15
1.5,103.7,10,4,6,7
1.5,103.701,3,16,11,2
1.5,103.702,9,15,11,2
1.5,103.705,18,4,5,5
1.5,103.707,16,7,10,9
1.5,103.708,7,12,4,10
1.5,103.71,20,13,8,14
1.5,103.711,1,2,2,1
1.5,103.713,5,6,8,5
1.5,103.714,12,14,6,11
1.5,103.716,12,16,12,7
1.5,103.718,19,12,7,14
1.5,103.72,3,1,1,2
1.5,103.721,17,9,9,11
1.5,103.723,5,4,8,3
1.5,103.724,6,4,1,2
1.5,103.728,3,4,2,6
1.5,103.729,10,10,6,9
1.5,103.734,9,7,8,8
1.5,103.737,13,13,14,12
1.5,103.74,7,12,12,16
1.5,103.741,6,6,6,4
1.5,103.742,17,12,8,8
1.5,103.743,3,14,11,17
1.5,103.744,14,5,6,12
1.5,103.745,18,5,12,15
1.5,103.746,14,14,12,5
1.5,103.747,11,12,13,15
1.5,103.748,7,14,2,12
1.5,103.75,5,6,5,6
1.5,103.752,0,6,9,18
1.5,103.753,1,8,1,11
1.5,103.754,5,11,4,13
1.5,103.755,7,12,6,20
1.5,103.756,9,20,8,18
1.5,103.757,9,3,11,0
1.5,103.758,16,12,12,0
1.5,103.759,5,17,16,9
1.5,103.761,13,17,14,0
1.5,103.763,10,13,5,12
1.5,103.766,4,4,3,8
1.5,103.767,5,12,6,8
1.5,103.768,7,1,4,18
1.5,103.773,3,16,9,0
1.5,103.774,10,8,2,10
1.5,103.775,11,3,2,10
1.5,103.776,8,18,7,7
1.5,103.778,1,9,1,8
1.5,103.78,10,14,11,13
1.5,103.781,6,6,2,0
1.5,103.788,3,8,14,14
1.5,103.793,3,16,8,10
1.5,103.794,6,5,6,5
1.5,103.8,13,1,2,6
1.5,103.801,17,1,3,13
1.5,103.808,0,5,9,6
1.5,103.81,7,2,7,14
1.5,103.815,13,4,6,0
1.5,103.816,6,19,14,7
1.5,103.817,0,17,8,20
1.5,103.818,16,8,18,19
1.5,103.819,13,14,19,18
1.5,103.82,18,19,17,18
1.5,103.821,2,1,10,6
1.5,103.823,0,13,15,12
1.5,103.825,12,9,5,12
1.5,103.828,0,9,12,19
1.5,103.832,0,9,13,19
1.5,103.834,18,7,13,0
1.5,103.838,4,12,12,13
1.5,103.84,19,1,3,17
1.5,103.842,20,19,8,4
1.5,103.847,0,11,16,12
1.5,103.857,0,6,10,18
1.5,103.862,0,6,11,14
1.5,103.863,14,0,18,12
1.5,110.327,17,12,15,13
1.5,110.343,4,7,6,17
1.5,110.355,1,19,8,2
1.5,110.367,17,8,20,0
1.501,103.663,8,16,4,8
1.501,103.668,17,5,7,6
1.501,103.671,9,3,8,0
1.501,103.676,10,6,11,7
1.501,103.678,0,13,13,10
1.501,103.679,12,11,3,2
1.501,103.68,5,2,11,13
1.501,103.682,9,10,6,16
1.501,103.683,11,4,13,7
1.501,103.684,2,2,3,1
1.501,103.685,2,3,3,13
1.501,103.686,20,7,16,0
1.501,103.689,11,15,14,14
1.501,103.69,9,14,8,16
1.501,103.693,17,13,7,16
1.501,103.697,19,10,10,6
1.501,103.7,7,7,10,11
1.501,103.701,9,19,12,8
1.501,103.706,16,12,2,14
1.501,103.709,14,15,11,8
1.501,103.713,13,1,4,5
1.501,103.717,9,10,7,2
1.501,103.718,13,14,12,19
1.501,103.721,5,5,4,9
1.501,103.723,6,9,4,12
1.501,103.724,8,6,7,6
1.501,103.731,1,14,3,7
1.501,103.732,11,7,9,9
1.501,103.734,4,10,1,6
1.501,103.735,9,9,4,2
1.501,103.738,4,6,3,11
1.501,103.739,1,7,3,4
1.501,103.742,10,16,11,7
1.501,103.743,6,9,5,5
1.501,103.744,1,4,3,15
1.501,103.745,12,6,7,19
1.501,103.747,20,13,5,16
1.501,103.749,7,13,16,11
1.501,103.752,11,15,9,0
1.501,103.753,13,18,13,7
1.501,103.756,9,10,15,11
1.501,103.758,3,8,4,1
1.501,103.759,9,12,2,20
1.501,103.76,9,2,1,16
1.501,103.761,9,8,6,13
1.501,103.763,0,8,5,20
1.501,103.765,18,9,4,12
1.501,103.766,5,9,2,10
1.501,103.768,1,12,6,9
1.501,103.77,10,3,7,8
1.501,103.771,4,9,7,11
1.501,103.772,1,11,11,8
1.501,103.773,4,1,14,14
1.501,103.774,3,12,13,7
1.501,103.776,4,2,1,7
1.501,103.778,4,3,7,12
1.501,103.779,12,17,3,19
1.501,103.78,17,14,1,4
1.501,103.782,8,1,1,14
1.501,103.786,19,17,10,19
1.501,103.787,8,2,2,14
1.501,103.789,19,6,9,14
1.501,103.791,12,12,7,19
1.501,103.792,3,1,1,1
1.501,103.81,9,9,10,12
1.501,103.811,16,1,11,2
1.501,103.813,16,0,20,12
1.501,103.817,13,5,15,20
1.501,103.819,14,12,15,20
1.501,103.825,11,14,6,19
1.501,103.826,5,2,2,4
1.501,103.829,6,8,13,19
1.501,103.831,7,3,9,6
1.501,103.837,6,4,6,17
1.501,103.838,14,20,8,5
1.501,103.841,18,13,11,15
1.501,103.842,15,2,8,11
1.501,103.843,18,8,8,19
1.501,103.845,9,9,6,12
1.501,103.848,16,10,10,17
1.501,103.849,16,6,15,1
1.501,103.853,6,17,9,4
1.501,103.854,12,9,17,0
1.501,103.857,0,16,18,7
1.501,103.858,18,18,14,17
1.501,103.86,19,1,16,9
1.501,103.861,0,12,16,19
1.501,110.347,1,11,10,1
1.501,110.354,4,17,6,6
1.501,110.355,17,13,16,0
1.501,110.363,14,12,20,0
1.502,103.653,0,0,20,0
1.502,103.671,13,4,8,11
1.502,103.674,10,11,8,18
1.502,103.676,8,13,6,18
1.502,103.677,0,0,18,14
1.502,103.679,12,6,13,1
1.502,103.681,0,15,15,17
1.502,103.682,14,1,1,11
1.502,103.683,15,13,3,10
1.502,103.684,16,18,1,16
1.502,103.686,13,1,2,2
1.502,103.689,10,2,13,13
1.502,103.691,10,9,7,18
1.502,103.692,5,10,6,1
1.502,103.693,13,5,2,13
1.502,103.695,16,11,9,8
1.502,103.696,14,7,6,12
1.502,103.699,13,5,7,3
1.502,103.703,7,3,4,3
1.502,103.704,8,6,9,3
1.502,103.707,15,12,10,7
1.502,103.708,9,8,10,16
1.502,103.709,14,4,6,3
1.502,103.711,5,13,11,1
1.502,103.712,0,17,16,13
1.502,103.713,1,3,8,10
1.502,103.714,7,13,8,8
1.502,103.716,7,9,9,9
1.502,103.719,10,6,8,10
1.502,103.723,3,6,1,4
1.502,103.725,11,1,8,20
1.502,103.727,1,4,3,5
1.502,103.728,9,5,2,4
1.502,103.732,5,1,5,9
1.502,103.735,12,15,12,6
1.502,103.736,16,8,5,5
1.502,103.743,6,10,11,3
1.502,103.748,15,11,13,18
1.502,103.749,14,14,15,15
1.502,103.75,16,7,7,12
1.502,103.751,3,6,5,1
1.502,103.758,16,13,11,11
1.502,103.759,13,6,11,4
1.502,103.76,12,15,8,4
1.502,103.763,18,8,10,5
1.502,103.764,10,9,6,6
1.502,103.765,20,11,3,13
1.502,103.768,1,4,3,8
1.502,103.769,14,2,9,16
1.502,103.774,10,10,6,1
1.502,103.776,15,17,9,5
1.502,103.78,8,20,11,1
1.502,103.782,4,15,15,9
1.502,103.783,0,18,16,0
1.502,103.785,6,15,4,6
1.502,103.789,7,15,12,10
1.502,103.791,4,1,1,9
1.502,103.795,16,4,11,15
1.502,103.799,3,10,11,4
1.502,103.801,1,5,3,2
1.502,103.802,5,15,11,9
1.502,103.806,15,1,6,0
1.502,103.807,0,13,20,0
1.502,103.811,3,1,3,17
1.502,103.813,13,1,3,6
1.502,103.814,14,10,11,3
1.502,103.815,7,2,2,9
1.502,103.817,13,1,6,14
1.502,103.818,16,13,3,11
1.502,103.819,11,5,10,15
1.502,103.821,9,1,3,12
1.502,103.822,14,8,13,15
1.502,103.827,0,3,13,0
1.502,103.83,0,3,1,0
1.502,103.831,17,10,8,1
1.502,103.839,9,2,11,0
1.502,103.844,9,10,14,0
1.502,103.846,15,16,14,0
1.502,103.851,12,17,14,15
1.502,103.853,0,19,17,17
1.502,103.854,15,4,9,18
1.502,103.857,0,19,15,11
1.502,103.858,12,13,10,10
1.502,103.859,0,3,13,0
1.502,103.881,14,10,9,6
1.502,110.34,15,8,10,0
1.502,110.343,15,18,20,8
1.502,110.346,9,15,2,0
1.502,110.348,11,16,2,4
1.502,110.352,2,11,7,2
1.502,110.355,12,8,19,12
1.502,110.358,15,0,18,0
1.502,110.361,12,0,20,0
1.502,110.369,15,11,17,16
1.502,110.37,6,17,7,18
1.502,110.373,7,19,18,0
1.502,110.374,13,20,18,0
1.502,110.376,15,15,20,0
1.502,110.377,15,15,19,16
1.502,110.378,15,20,18,8
1.502,110.379,16,19,19,0
1.503,103.666,2,18,20,0
1.503,103.671,3,2,2,11
1.503,103.68,19,1,10,1
1.503,103.682,5,9,8,7
1.503,103.685,18,8,7,5
1.503,103.688,18,4,14,14
1.503,103.692,3,5,7,4
1.503,103.693,6,5,5,14
1.503,103.694,9,15,12,13
1.503,103.695,9,10,8,14
1.503,103.697,6,15,9,15
1.503,103.7,3,6,6,5
1.503,103.701,2,1,6,2
1.503,103.702,7,4,5,10
1.503,103.704,1,8,7,19
1.503,103.705,6,10,9,16
1.503,103.706,8,10,14,19
1.503,103.709,17,10,15,20
1.503,103.711,14,6,6,8
1.503,103.712,9,6,5,8
1.503,103.713,8,17,9,5
1.503,103.715,14,13,6,8
1.503,103.719,3,13,7,8
1.503,103.721,2,13,7,11
1.503,103.722,13,10,10,4
1.503,103.724,8,10,2,6
1.503,103.726,8,6,5,2
1.503,103.727,9,6,13,10
1.503,103.731,13,16,14,14
1.503,103.732,8,5,9,16
1.503,103.736,4,15,11,8
1.503,103.738,12,3,3,7
1.503,103.739,5,8,8,15
1.503,103.74,10,4,4,2
1.503,103.741,9,11,4,18
1.503,103.743,6,15,8,9
1.503,103.744,4,14,11,13
1.503,103.745,6,17,2,11
1.503,103.748,7,11,7,13
1.503,103.749,20,16,17,14
1.503,103.751,5,1,4,5
1.503,103.752,7,6,2,11
1.503,103.753,9,8,10,11
1.503,103.755,13,10,14,14
1.503,103.756,12,16,15,7
1.503,103.758,11,18,13,0
1.503,103.759,6,3,4,9
1.503,103.76,5,4,16,12
1.503,103.761,5,8,12,10
1.503,103.764,16,8,7,17
1.503,103.767,5,7,7,10
1.503,103.769,1,16,6,11
1.503,103.771,1,1,2,19
1.503,103.773,3,9,15,6
1.503,103.775,8,13,13,7
1.503,103.776,1,1,2,5
1.503,103.777,1,1,1,11
1.503,103.778,1,7,2,8
1.503,103.779,2,2,1,1
1.503,103.78,4,4,3,10
1.503,103.781,2,12,5,4
1.503,103.782,0,0,15,12
1.503,103.789,6,8,13,2
1.503,103.792,11,7,12,0
1.503,103.793,16,10,4,15
1.503,103.795,9,3,3,9
1.503,103.798,13,0,9,9
1.503,103.805,0,3,2,8
1.503,103.807,9,10,14,19
1.503,103.809,5,11,11,17
1.503,103.812,16,1,13,12
1.503,103.818,17,9,13,19
1.503,103.821,0,15,15,0
1.503,103.822,18,19,18,14
1.503,103.826,7,1,5,4
1.503,103.832,5,5,8,19
1.503,103.837,17,12,4,17
1.503,103.84,13,9,7,10
1.503,103.844,0,15,13,0
1.503,103.845,7,7,2,12
1.503,103.846,14,0,11,0
1.503,103.847,18,4,10,15
1.503,103.85,10,15,11,0
1.503,103.855,12,15,20,0
1.503,103.863,8,8,14,9
1.503,103.922,0,0,17,18
1.503,110.362,7,7,17,0
1.503,110.363,2,4,17,18
1.503,110.364,14,3,11,11
1.503,110.367,7,10,20,0
1.503,110.368,3,18,19,13
1.503,110.369,15,12,11,9
1.503,110.379,12,6,19,0
1.504,103.676,20,12,16,7
1.504,103.682,8,2,9,1
1.504,103.684,8,13,13,12
1.504,103.685,20,1,12,20
1.504,103.686,6,17,12,13
1.504,103.687,9,4,4,16
1.504,103.689,3,16,14,10
1.504,103.691,8,9,10,19
1.504,103.692,10,11,9,3
